unique_id,win_odds,win,win_return
2024550713054,6.5,0,0.0
2024551208094,3.4,1,3.4
2025550112091,2.8,0,0.0
2025550208054,27.6,0,0.0
2025550222111,28.8,0,0.0
2021550130035,10.9,0,0.0
2021550211119,49.9,0,0.0
2021550228015,59.2,0,0.0
20215503131112,111.7,0,0.0
2021550328014,77.8,0,0.0
2021550410118,130.8,0,0.0
2021550425013,91.9,0,0.0
20215505091210,51.2,0,0.0
2021550523013,34.9,0,0.0
2021550606111,80.4,0,0.0
2021550619029,143.7,0,0.0
2021550703116,33.4,0,0.0
2021550724048,103.5,0,0.0
2021550822025,64.1,0,0.0
2021550905011,38.0,0,0.0
2021550918045,70.5,0,0.0
2021551002023,98.4,0,0.0
2021551017116,94.0,0,0.0
2021551030054,23.2,0,0.0
2021551113118,10.1,0,0.0
2021551126048,40.9,0,0.0
2021551211046,74.9,0,0.0
2022550429107,14.7,0,0.0
2022550514017,27.4,0,0.0
2022550529112,120.9,0,0.0
2024550824035,2.7,0,0.0
2024550908041,1.0,1,1.0
2021550425075,98.1,0,0.0
2021550509045,67.3,0,0.0
20215505231210,7.9,1,7.9
2021550531071,47.1,0,0.0
2021550614067,44.8,0,0.0
2021550704052,109.6,0,0.0
2021550720045,36.0,0,0.0
2021550811053,214.2,0,0.0
20215509040511,184.9,0,0.0
2021550925074,143.3,0,0.0
2021551010071,130.0,0,0.0
2021551023061,201.2,0,0.0
20215511060811,215.1,0,0.0
2021551120037,235.2,0,0.0
2021551204068,273.2,0,0.0
20235501220111,1.1,1,1.1
2023550209022,1.6,0,0.0
